,IOC,English name,Scientific Name
,13910,Banded Antbird,Dichrozona cincta
,13911,,    D. c. cincta
,13912,,    D. c. stellata
,13913,,    D. c. zononota
,13914,,Rhopias
,13915,Star-throated Antwren,Rhopias gularis
,13916,,Isleria
,13917,Plain-throated Antwren,Isleria hauxwelli
,13918,,    I. h. suffusa
,13919,,    I. h. hauxwelli
,13920,,    I. h. clarior
,13921,,    I. h. hellmayri
,13922,Rufous-bellied Antwren,Isleria guttata
,13923,,Thamnomanes
,13924,Dusky-throated Antshrike,Thamnomanes ardesiacus
,13925,,    T. a. ardesiacus
,13926,,    T. a. obidensis
,13927,Saturnine Antshrike,Thamnomanes saturninus
,13928,,    T. s. huallagae
,13929,,    T. s. saturninus
,13930,Cinereous Antshrike,Thamnomanes caesius
,13931,,    T. c. glaucus
,13932,,    T. c. persimilis
,13933,,    T. c. simillimus
,13934,,    T. c. hoffmannsi
,13935,,    T. c. caesius
,13936,Bluish-slate Antshrike,Thamnomanes schistogynus
,13937,,    T. s. intermedius
,13938,,    T. s. schistogynus
,13939,,Megastictus
,13940,Pearly Antshrike,Megastictus margaritatus
,13941,,Sakesphoroides
,13942,Silvery-cheeked Antshrike,Sakesphoroides cristatus
,13943,,Herpsilochmus
,13944,Bahia Antwren,Herpsilochmus pileatus
,13945,Black-capped Antwren,Herpsilochmus atricapillus
,13946,Aripuana Antwren,Herpsilochmus stotzi
,13947,Predicted Antwren,Herpsilochmus praedictus
,13948,Creamy-bellied Antwren,Herpsilochmus motacilloides
,13949,Ash-throated Antwren,Herpsilochmus parkeri
,13950,Spot-tailed Antwren,Herpsilochmus sticturus
,13951,Dugand's Antwren,Herpsilochmus dugandi
,13952,Todd's Antwren,Herpsilochmus stictocephalus
,13953,Spot-backed Antwren,Herpsilochmus dorsimaculatus
,13954,Roraiman Antwren,Herpsilochmus roraimae
,13955,,    H. r. kathleenae
,13956,,    H. r. roraimae
,13957,Pectoral Antwren,Herpsilochmus pectoralis
,13958,Large-billed Antwren,Herpsilochmus longirostris
,13959,Ancient Antwren,Herpsilochmus gentryi
,13960,Yellow-breasted Antwren,Herpsilochmus axillaris
,13961,,    H. a. senex
,13962,,    H. a. aequatorialis
,13963,,    H. a. puncticeps
,13964,,    H. a. axillaris
,13965,Rusty-winged Antwren,Herpsilochmus frater
,13966,,    H. f. exiguus
,13967,,    H. f. frater
,13968,Rufous-margined Antwren,Herpsilochmus rufimarginatus
,13969,,Dysithamnus
,13970,Spot-breasted Antvireo,Dysithamnus stictothorax
,13971,Plain Antvireo,Dysithamnus mentalis
,13972,,    D. m. septentrionalis
,13973,,    D. m. suffusus
,13974,,    D. m. extremus
,13975,,    D. m. semicinereus
,13976,,    D. m. viridis
,13977,,    D. m. cumbreanus
,13978,,    D. m. andrei
,13979,,    D. m. oberi
,13980,,    D. m. ptaritepui
,13981,,    D. m. spodionotus
,13982,,    D. m. aequatorialis
,13983,,    D. m. napensis
,13984,,    D. m. tambillanus
,13985,,    D. m. olivaceus
,13986,,    D. m. tavarae
,13987,,    D. m. emiliae
,13988,,    D. m. affinis
,13989,,    D. m. mentalis
,13990,Streak-crowned Antvireo,Dysithamnus striaticeps
,13991,Spot-crowned Antvireo,Dysithamnus puncticeps
,13992,Rufous-backed Antvireo,Dysithamnus xanthopterus
,13993,Bicolored Antvireo,Dysithamnus occidentalis
,13994,,    D. o. occidentalis
,13995,,    D. o. punctitectus
,13996,Plumbeous Antvireo,Dysithamnus plumbeus
,13997,White-streaked Antvireo,Dysithamnus leucostictus
,13998,,    D. l. tucuyensis
,13999,,    D. l. leucostictus
,14000,,Thamnophilus
,14001,Collared Antshrike,Thamnophilus bernardi
,14002,,    T. b. bernardi
,14003,,    T. b. shumbae
,14004,Black-backed Antshrike,Thamnophilus melanonotus
,14005,Band-tailed Antshrike,Thamnophilus melanothorax
,14006,Barred Antshrike,Thamnophilus doliatus
,14007,,    T. d. intermedius
,14008,,    T. d. nesiotes
,14009,,    T. d. eremnus
,14010,,    T. d. nigricristatus
,14011,,    T. d. albicans
,14012,,    T. d. nigrescens
,14013,,    T. d. tobagensis
,14014,,    T. d. doliatus
,14015,,    T. d. difficilis
,14016,,    T. d. capistratus
,14017,,    T. d. radiatus
,14018,,    T. d. cadwaladeri
,14019,Chapman's Antshrike,Thamnophilus zarumae
,14020,,    T. z. zarumae
,14021,,    T. z. palamblae
,14022,Bar-crested Antshrike,Thamnophilus multistriatus
,14023,,    T. m. brachyurus
,14024,,    T. m. selvae
,14025,,    T. m. multistriatus
,14026,,    T. m. oecotonophilus
,14027,Lined Antshrike,Thamnophilus tenuepunctatus
,14028,,    T. t. tenuepunctatus
,14029,,    T. t. tenuifasciatus
,14030,,    T. t. berlepschi
,14031,Chestnut-backed Antshrike,Thamnophilus palliatus
,14032,,    T. p. palliatus
,14033,,    T. p. vestitus
,14034,,    T. p. puncticeps
,14035,,    T. p. similis
,14036,Black-hooded Antshrike,Thamnophilus bridgesi
,14037,Black Antshrike,Thamnophilus nigriceps
,14038,Cocha Antshrike,Thamnophilus praecox
,14039,Blackish-grey Antshrike,Thamnophilus nigrocinereus
,14040,,    T. n. cinereoniger
,14041,,    T. n. kulczynskii
,14042,,    T. n. nigrocinereus
,14043,,    T. n. tschudii
,14044,,    T. n. huberi
,14045,Castelnau's Antshrike,Thamnophilus cryptoleucus
,14046,White-shouldered Antshrike,Thamnophilus aethiops
,14047,,    T. a. aethiops
,14048,,    T. a. wetmorei
,14049,,    T. a. polionotus
,14050,,    T. a. kapouni
,14051,,    T. a. juruanus
,14052,,    T. a. injunctus
,14053,,    T. a. punctuliger
,14054,,    T. a. atriceps
,14055,,    T. a. incertus
,14056,,    T. a. distans
,14057,Uniform Antshrike,Thamnophilus unicolor
,14058,,    T. u. unicolor
,14059,,    T. u. grandior
,14060,,    T. u. caudatus
,14061,Plain-winged Antshrike,Thamnophilus schistaceus
,14062,,    T. s. capitalis
,14063,,    T. s. schistaceus
,14064,,    T. s. heterogynus
,14065,Mouse-colored Antshrike,Thamnophilus murinus
,14066,,    T. m. canipennis
,14067,,    T. m. cayennensis
,14068,,    T. m. murinus
,14069,Upland Antshrike,Thamnophilus aroyae
,14070,Black-crowned Antshrike,Thamnophilus atrinucha
,14071,,    T. a. atrinucha
,14072,,    T. a. gorgonae
,14073,Northern Slaty Antshrike,Thamnophilus punctatus
,14074,,    T. p. interpositus
,14075,,    T. p. punctatus
,14076,,    T. p. leucogaster
,14077,,    T. p. huallagae
,14078,Natterer's Slaty Antshrike,Thamnophilus stictocephalus
,14079,,    T. s. stictocephalus
,14080,,    T. s. parkeri
,14081,Bolivian Slaty Antshrike,Thamnophilus sticturus
,14082,Planalto Slaty Antshrike,Thamnophilus pelzelni
,14083,Sooretama Slaty Antshrike,Thamnophilus ambiguus
,14084,Amazonian Antshrike,Thamnophilus amazonicus
,14085,,    T. a. cinereiceps
,14086,,    T. a. divaricatus
,14087,,    T. a. amazonicus
,14088,,    T. a. obscurus
,14089,,    T. a. paraensis
,14090,Acre Antshrike,Thamnophilus divisorius
,14091,Streak-backed Antshrike,Thamnophilus insignis
,14092,,    T. i. insignis
,14093,,    T. i. nigrofrontalis
,14094,Variable Antshrike,Thamnophilus caerulescens
,14095,,    T. c. melanchrous
,14096,,    T. c. aspersiventer
,14097,,    T. c. dinellii
,14098,,    T. c. paraguayensis
,14099,,    T. c. gilvigaster
,14100,,    T. c. caerulescens
,14101,,    T. c. ochraceiventer
,14102,,    T. c. cearensis
,14103,Rufous-winged Antshrike,Thamnophilus torquatus
,14104,Rufous-capped Antshrike,Thamnophilus ruficapillus
,14105,,    T. r. jaczewskii
,14106,,    T. r. marcapatae
,14107,,    T. r. subfasciatus
,14108,,    T. r. cochabambae
,14109,,    T. r. ruficapillus
,14110,,Sakesphorus
,14111,Black-crested Antshrike,Sakesphorus canadensis
,14112,,    S. c. pulchellus
,14113,,    S. c. intermedius
,14114,,    S. c. fumosus
,14115,,    S. c. trinitatis
,14116,,    S. c. canadensis
,14117,,    S. c. loretoyacuensis
,14118,Glossy Antshrike,Sakesphorus luctuosus
,14119,,Radinopsyche
,14120,Caatinga Antwren,Radinopsyche sellowi
,14121,,Biatas
,14122,White-bearded Antshrike,Biatas nigropectus
,14123,,Cymbilaimus
,14124,Fasciated Antshrike,Cymbilaimus lineatus
,14125,,    C. l. fasciatus
,14126,,    C. l. intermedius
,14127,,    C. l. lineatus
,14128,Bamboo Antshrike,Cymbilaimus sanctaemariae
,14129,,Taraba
,14130,Great Antshrike,Taraba major
,14131,,    T. m. melanocrissus
,14132,,    T. m. obscurus
,14133,,    T. m. transandeanus
,14134,,    T. m. granadensis
,14135,,    T. m. semifasciatus
,14136,,    T. m. duidae
,14137,,    T. m. melanurus
,14138,,    T. m. borbae
,14139,,    T. m. stagurus
,14140,,    T. m. major
,14141,,Mackenziaena
,14142,Large-tailed Antshrike,Mackenziaena leachii
,14143,Tufted Antshrike,Mackenziaena severa
,14144,,Frederickena
,14145,Black-throated Antshrike,Frederickena viridis
,14146,Undulated Antshrike,Frederickena unduliger
,14147,,    F. u. diversa
,14148,,    F. u. unduliger
,14149,,    F. u. pallida
,14150,Fulvous Antshrike,Frederickena fulva
,14151,,Hypoedaleus
,14152,Spot-backed Antshrike,Hypoedaleus guttatus
,14153,,Batara
,14154,Giant Antshrike,Batara cinerea
,14155,,    B. c. excubitor
,14156,,    B. c. argentina
,14157,,    B. c. cinerea
,14158,,Xenornis
,14159,Speckled Antshrike,Xenornis setifrons
,14160,,Pithys
,14161,White-plumed Antbird,Pithys albifrons
,14162,,    P. a. albifrons
,14163,,    P. a. peruvianus
,14164,White-masked Antbird,Pithys castaneus
,14165,,Phaenostictus
,14166,Ocellated Antbird,Phaenostictus mcleannani
,14167,,    P. m. saturatus
,14168,,    P. m. mcleannani
,14169,,    P. m. pacificus
,14170,,Gymnopithys
,14171,Bicolored Antbird,Gymnopithys bicolor
,14172,,    G. b. olivascens
,14173,,    G. b. bicolor
,14174,,    G. b. daguae
,14175,,    G. b. aequatorialis
,14176,,    G. b. ruficeps
,14177,White-cheeked Antbird,Gymnopithys leucaspis
,14178,,    G. l. leucaspis
,14179,,    G. l. castaneus
,14180,,    G. l. peruanus
,14181,,    G. l. lateralis
,14182,Rufous-throated Antbird,Gymnopithys rufigula
,14183,,    G. r. pallidus
,14184,,    G. r. pallidigula
,14185,,    G. r. rufigula
,14186,,Oneillornis
,14187,White-throated Antbird,Oneillornis salvini
,14188,Lunulated Antbird,Oneillornis lunulatus
,14189,,Rhegmatorhina
,14190,Bare-eyed Antbird,Rhegmatorhina gymnops
,14191,Harlequin Antbird,Rhegmatorhina berlepschi
,14192,White-breasted Antbird,Rhegmatorhina hoffmannsi
,14193,Chestnut-crested Antbird,Rhegmatorhina cristata
,14194,Hairy-crested Antbird,Rhegmatorhina melanosticta
,14195,,    R. m. melanosticta
,14196,,    R. m. brunneiceps
,14197,,    R. m. purusiana
,14198,,    R. m. badia
,14199,,Phlegopsis
,14200,Black-spotted Bare-eye,Phlegopsis nigromaculata
,14201,,    P. n. nigromaculata
,14202,,    P. n. bowmani
,14203,,    P. n. confinis
,14204,,    P. n. paraensis
,14205,Reddish-winged Bare-eye,Phlegopsis erythroptera
,14206,,    P. e. erythroptera
,14207,,    P. e. ustulata
,14208,Pale-faced Bare-eye,Phlegopsis borbae
,14209,,Willisornis
,14210,Common Scale-backed Antbird,Willisornis poecilinotus
,14211,,    W. p. poecilinotus
,14212,,    W. p. duidae
,14213,,    W. p. lepidonota
,14214,,    W. p. griseiventris
,14215,,    W. p. gutturalis
,14216,Xingu Scale-backed Antbird,Willisornis vidua
,14217,,    W. v. nigrigula
,14218,,    W. v. vidua
,14219,,Drymophila
,14220,Ferruginous Antbird,Drymophila ferruginea
,14221,Bertoni's Antbird,Drymophila rubricollis
,14222,Rufous-tailed Antbird,Drymophila genei
,14223,Ochre-rumped Antbird,Drymophila ochropyga
,14224,Dusky-tailed Antbird,Drymophila malura
,14225,Scaled Antbird,Drymophila squamata
,14226,,    D. s. squamata
,14227,,    D. s. stictocorypha
,14228,Striated Antbird,Drymophila devillei
,14229,,    D. d. devillei
,14230,,    D. d. subochracea
,14231,Santa Marta Antbird,Drymophila hellmayri
,14232,Klages's Antbird,Drymophila klagesi
,14233,East Andean Antbird,Drymophila caudata
,14234,Streak-headed Antbird,Drymophila striaticeps
,14235,,Hypocnemis
,14236,Guianan Warbling Antbird,Hypocnemis cantator
,14237,Imeri Warbling Antbird,Hypocnemis flavescens
,14238,,    H. f. flavescens
,14239,,    H. f. perflava
,14240,Peruvian Warbling Antbird,Hypocnemis peruviana
,14241,,    H. p. saturata
,14242,,    H. p. peruviana
,14243,Yellow-breasted Warbling Antbird,Hypocnemis subflava
,14244,,    H. s. collinsi
,14245,,    H. s. subflava
,14246,Rondonia Warbling Antbird,Hypocnemis ochrogyna
,14247,Spix's Warbling Antbird,Hypocnemis striata
,14248,,    H. s. implicata
,14249,,    H. s. striata
,14250,,    H. s. affinis
,14251,Manicore Warbling Antbird,Hypocnemis rondoni
,14252,Yellow-browed Antbird,Hypocnemis hypoxantha
,14253,,    H. h. hypoxantha
,14254,,    H. h. ochraceiventris
,14255,,Sciaphylax
,14256,Southern Chestnut-tailed Antbird,Sciaphylax hemimelaena
,14257,,    S. h. hemimelaena
,14258,,    S. h. pallens
,14259,Northern Chestnut-tailed Antbird,Sciaphylax castanea
,14260,,    S. c. castanea
,14261,,    S. c. centunculorum
,14262,,Cercomacroides
,14263,Willis's Antbird,Cercomacroides laeta
,14264,,    C. l. waimiri
,14265,,    C. l. laeta
,14266,,    C. l. sabinoi
,14267,Parker's Antbird,Cercomacroides parkeri
,14268,Blackish Antbird,Cercomacroides nigrescens
,14269,,    C. n. nigrescens
,14270,,    C. n. aequatorialis
,14271,,    C. n. notata
,14272,,    C. n. approximans
,14273,,    C. n. ochrogyna
,14274,Riparian Antbird,Cercomacroides fuscicauda
,14275,Dusky Antbird,Cercomacroides tyrannina
,14276,,    C. t. crepera
,14277,,    C. t. tyrannina
,14278,,    C. t. vicina
,14279,,    C. t. saturatior
,14280,Black Antbird,Cercomacroides serva
,14281,,Cercomacra
,14282,Manu Antbird,Cercomacra manu
,14283,Rio de Janeiro Antbird,Cercomacra brasiliana
,14284,Grey Antbird,Cercomacra cinerascens
,14285,,    C. c. cinerascens
,14286,,    C. c. immaculata
,14287,,    C. c. sclateri
,14288,,    C. c. iterata
,14289,Mato Grosso Antbird,Cercomacra melanaria
,14290,Bananal Antbird,Cercomacra ferdinandi
,14291,Jet Antbird,Cercomacra nigricans
,14292,Rio Branco Antbird,Cercomacra carbonaria
,14293,,Myrmoderus
,14294,Ferruginous-backed Antbird,Myrmoderus ferrugineus
,14295,,    M. f. ferrugineus
,14296,,    M. f. elutus
,14297,Cordillera Azul Antbird,Myrmoderus eowilsoni
,14298,Scalloped Antbird,Myrmoderus ruficauda
,14299,,    M. r. soror
,14300,,    M. r. ruficauda
,14301,White-bibbed Antbird,Myrmoderus loricatus
,14302,Squamate Antbird,Myrmoderus squamosus
,14303,,Hypocnemoides
,14304,Black-chinned Antbird,Hypocnemoides melanopogon
,14305,,    H. m. occidentalis
,14306,,    H. m. melanopogon
,14307,,    H. m. minor
,14308,Band-tailed Antbird,Hypocnemoides maculicauda
,14309,,Hylophylax
,14310,Spotted Antbird,Hylophylax naevioides
,14311,,    H. n. capnitis
,14312,,    H. n. naevioides
,14313,Spot-backed Antbird,Hylophylax naevius
,14314,,    H. n. theresae
,14315,,    H. n. peruvianus
,14316,,    H. n. inexpectatus
,14317,,    H. n. naevius
,14318,,    H. n. ochraceus
,14319,Dot-backed Antbird,Hylophylax punctulatus
,14320,,Sclateria
,14321,Silvered Antbird,Sclateria naevia
,14322,,    S. n. naevia
,14323,,    S. n. diaphora
,14324,,    S. n. argentata
,14325,,    S. n. toddi
,14326,,Myrmelastes
,14327,Plumbeous Antbird,Myrmelastes hyperythrus
,14328,Slate-colored Antbird,Myrmelastes schistaceus
,14329,Spot-winged Antbird,Myrmelastes leucostigma
,14330,,    M. l. subplumbeus
,14331,,    M. l. leucostigma
,14332,,    M. l. intensus
,14333,,    M. l. infuscatus
,14334,Humaita Antbird,Myrmelastes humaythae
,14335,Brownish-headed Antbird,Myrmelastes brunneiceps
,14336,Rufous-faced Antbird,Myrmelastes rufifacies
,14337,Roraiman Antbird,Myrmelastes saturatus
,14338,,    M. s. obscurus
,14339,,    M. s. saturatus
,14340,Caura Antbird,Myrmelastes caurensis
,14341,,    M. c. caurensis
,14342,,    M. c. australis
,14343,,Poliocrania
,14344,Chestnut-backed Antbird,Poliocrania exsul
,14345,,    P. e. exsul
,14346,,    P. e. occidentalis
,14347,,    P. e. cassini
,14348,,    P. e. niglarus
,14349,,    P. e. maculifer
,14350,,Ampelornis
,14351,Grey-headed Antbird,Ampelornis griseiceps
,14352,,Sipia
,14353,Stub-tailed Antbird,Sipia berlepschi
,14354,Esmeraldas Antbird,Sipia nigricauda
,14355,Magdalena Antbird,Sipia palliata
,14356,Dull-mantled Antbird,Sipia laemosticta
,14357,,Myrmeciza
,14358,White-bellied Antbird,Myrmeciza longipes
,14359,,    M. l. panamensis
,14360,,    M. l. longipes
,14361,,    M. l. boucardi
,14362,,    M. l. griseipectus
,14363,,Myrmoborus
,14364,Black-tailed Antbird,Myrmoborus melanurus
,14365,White-lined Antbird,Myrmoborus lophotes
,14366,Black-faced Antbird,Myrmoborus myotherinus
,14367,,    M. m. elegans
,14368,,    M. m. myotherinus
,14369,,    M. m. incanus
,14370,,    M. m. ardesiacus
,14371,,    M. m. proximus
,14372,,    M. m. ochrolaemus
,14373,,    M. m. sororius
,14374,White-browed Antbird,Myrmoborus leucophrys
,14375,,    M. l. erythrophrys
,14376,,    M. l. leucophrys
,14377,,    M. l. angustirostris
,14378,,    M. l. koenigorum
,14379,Ash-breasted Antbird,Myrmoborus lugubris
,14380,,    M. l. berlepschi
,14381,,    M. l. stictopterus
,14382,,    M. l. femininus
,14383,,    M. l. lugubris
,14384,,Gymnocichla
,14385,Bare-crowned Antbird,Gymnocichla nudiceps
,14386,,    G. n. chiroleuca
,14387,,    G. n. erratilis
,14388,,    G. n. nudiceps
,14389,,    G. n. sanctamartae
,14390,,Pyriglena
,14391,Western Fire-eye,Pyriglena maura
,14392,,    P. m. pacifica
,14393,,    P. m. castanoptera
,14394,,    P. m. picea
,14395,,    P. m. marcapatensis
,14396,,    P. m. hellmayri
,14397,,    P. m. maura
,14398,Tapajos Fire-eye,Pyriglena similis
,14399,East Amazonian Fire-eye,Pyriglena leuconota
,14400,,    P. l. interposita
,14401,,    P. l. leuconota
,14402,,    P. l. pernambucensis
,14403,Fringe-backed Fire-eye,Pyriglena atra
,14404,White-shouldered Fire-eye,Pyriglena leucoptera
,14405,,Rhopornis
,14406,Slender Antbird,Rhopornis ardesiacus
,14407,,Percnostola
,14408,Black-headed Antbird,Percnostola rufifrons
,14409,,    P. r. rufifrons
,14410,,    P. r. subcristata
,14411,,    P. r. minor
,14412,,    P. r. jensoni
,14413,Allpahuayo Antbird,Percnostola arenarum
,14414,,Akletos
,14415,White-shouldered Antbird,Akletos melanoceps
,14416,Goeldi's Antbird,Akletos goeldii
,14417,,Hafferia
,14418,Sooty Antbird,Hafferia fortis
,14419,,    H. f. fortis
,14420,,    H. f. incanescens
,14421,Blue-lored Antbird,Hafferia immaculata
,14422,,    H. i. immaculata
,14423,,    H. i. concepcion
,14424,Zeledon's Antbird,Hafferia zeledoni
,14425,,    H. z. zeledoni
,14426,,    H. z. berlepschi
,14427,,
,14428,Antthrushes,Family Formicariidae
,14429,,Formicarius
,14430,Rufous-capped Antthrush,Formicarius colma
,14431,,    F. c. colma
,14432,,    F. c. nigrifrons
,14433,,    F. c. amazonicus
,14434,,    F. c. ruficeps
,14435,Black-faced Antthrush,Formicarius analis
,14436,,    F. a. umbrosus
,14437,,    F. a. hoffmanni
,14438,,    F. a. panamensis
,14439,,    F. a. virescens
,14440,,    F. a. saturatus
,14441,,    F. a. griseoventris
,14442,,    F. a. connectens
,14443,,    F. a. zamorae
,14444,,    F. a. crissalis
,14445,,    F. a. analis
,14446,,    F. a. paraensis
,14447,Mayan Antthrush,Formicarius moniliger
,14448,,    F. m. moniliger
,14449,,    F. m. pallidus
,14450,,    F. m. intermedius
,14451,Rufous-fronted Antthrush,Formicarius rufifrons
,14452,Black-headed Antthrush,Formicarius nigricapillus
,14453,,    F. n. nigricapillus
,14454,,    F. n. destructus
,14455,Rufous-breasted Antthrush,Formicarius rufipectus
,14456,,    F. r. rufipectus
,14457,,    F. r. carrikeri
,14458,,    F. r. lasallei
,14459,,    F. r. thoracicus
,14460,,Chamaeza
,14461,Short-tailed Antthrush,Chamaeza campanisona
,14462,,    C. c. columbiana
,14463,,    C. c. punctigula
,14464,,    C. c. olivacea
,14465,,    C. c. huachamacarii
,14466,,    C. c. berlepschi
,14467,,    C. c. venezuelana
,14468,,    C. c. yavii
,14469,,    C. c. obscura
,14470,,    C. c. fulvescens
,14471,,    C. c. boliviana
,14472,,    C. c. campanisona
,14473,Striated Antthrush,Chamaeza nobilis
